"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"1042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016434"
"1043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019415"
"1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020673"
"1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000169"
"1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011509"
"1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000444"
"1048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018164"
"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000693"
"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003172"
"1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008844"
"1052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012581"
"1053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002000"
"1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000865"
"1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014999"
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002247"
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006523"
"1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001583"
"1059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004700"
"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010000"
"1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010495"
"1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000961"
"1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020725"
"1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000713"
"1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001087"
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001165"
"1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018238"
"1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000751"
"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011038"
"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017402"
"1071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013752"
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000868"
"1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012592"
"1074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009659"
"1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001562"
"1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007649"
"1077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015972"
"1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007182"
"1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011681"
"1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013465"
"1081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019591"
"1082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008080"
"1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010519"
"1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021293"
"1085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004949"
"1086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019357"
"1087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016173"
"1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007321"
"1089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010553"
"1090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000235"
"1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007855"
"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012982"
"1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006586"
"1094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019700"
"1095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017143"
"1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010740"
"1097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007548"
"1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010142"
"1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003983"
"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017644"
"1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015181"
"1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019947"
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022334"
"1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000435"
"1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000106"
"1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002124"
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004163"
"1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017583"
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000289"
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004148"
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022418"
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001484"
"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017908"
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006552"
"1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008784"
"1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016695"
"1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003397"
"1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00235351"
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019814"
"1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008157"
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017317"
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021557"
"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000668"
"1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001249"
"1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004739"
"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018828"
"1127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021966"
"1128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000458"
"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006063"
"1130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010691"
"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000463"
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000566"
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007331"
"1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011388"
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016710"
"1136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007028"
"1137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017912"
"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000376"
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015547"
"1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004819"
"1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006698"
"1142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003998"
"1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017598"
"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012239"
"1145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000004"
"1146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012198"
"1147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015776"
"1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021471"
"1149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001439"
"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000752"
"1151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001435"
"1152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006843"
"1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018021"
"1154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021101"
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013721"
"1156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018778"
"1157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005077"
"1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004945"
"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012021"
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009851"
"1161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006388"
"1162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010428"
"1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022741"
"1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017954"
"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011774"
"1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009897"
"1167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000003"
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021779"
"1169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015613"
"1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011475"
"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004781"
"1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015565"
"1173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020508"
"1174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000414"
"1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003595"
"1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000396"
"1177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018735"
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004391"
"1179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001103"
"1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003020"
"1181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000366"
"1182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006902"
"1183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021199"
"1184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008973"
"1185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014199"
"1186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001080"
"1187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006580"
"1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010731"
"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021505"
"1190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020199"
"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016983"
"1192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004055"
"1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009221"
"1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001949"
"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016868"
"1196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018857"
"1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022667"
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010051"
"1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000836"
"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000609"
"1201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004829"
"1202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004203"
"1203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004749"
"1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018355"
"1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000464"
"1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011124"
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019872"
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005009"
"1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044949"
"1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020274"
"1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003111"
"1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010199"
"1213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007068"
"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010550"
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017854"
"1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001081"
"1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007887"
"1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004822"
"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018362"
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003822"
"1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018208"
"1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012936"
"1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009673"
"1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002207"
"1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015344"
"1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004128"
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018719"
"1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003154"
"1229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012240"
"1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018438"
"1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002007"
"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021100"
"1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017782"
"1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000120"
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007286"
"1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013698"
"1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007934"
"1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015037"
"1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003040"
"1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004736"
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009188"
"1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015943"
"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015265"
"1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004893"
"1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020543"
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015391"
"1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022816"
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000527"
"1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016841"
"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000257"
"1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015868"
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000708"
"1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019414"
"1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004746"
"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016449"
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000591"
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001390"
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021204"
"1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009553"
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012317"
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004699"
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012300"
"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017993"
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010689"
"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015610"
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007846"
"1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004106"
"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001086"
"1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020544"
"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006852"
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004204"
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001025"
"1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014144"
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001958"
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013086"
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015329"
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000870"
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002980"
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006745"
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013007"
"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022099"
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013606"
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013796"
"1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022501"
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002175"
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021469"
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018248"
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017780"
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012530"
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004698"
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001999"
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016894"
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008444"
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001002"
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006796"
"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000040"
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021474"
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017898"
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004769"
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004703"
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011791"
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019017"
"1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020334"
