"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"933","WBGene00002025","WBGene00002078",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006454","WBGene00000894","WBGene00006454"
"934","WBGene00004423","WBGene00009951",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001232","WBGene00017816","WBGene00001232"
"935","WBGene00013766","WBGene00021816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013484","WBGene00006786","WBGene00013484"
"936","WBGene00019609","WBGene00015301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008735","WBGene00004312","WBGene00008735"
"937","WBGene00002138","WBGene00011037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003588","WBGene00011111","WBGene00003588"
"938","WBGene00003995","WBGene00022793",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021495","WBGene00003582","WBGene00021495"
"939","WBGene00003659","WBGene00016808",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021397","WBGene00006477","WBGene00021397"
"940","WBGene00008607","WBGene00019815",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017310","WBGene00010646","WBGene00017310"
"941","WBGene00010788","WBGene00004987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011592","WBGene00007458","WBGene00011592"
"942","WBGene00008335","WBGene00013676",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022674","WBGene00012584","WBGene00022674"
"943","WBGene00004144","WBGene00016017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004040","WBGene00014177","WBGene00004040"
"944","WBGene00010238","WBGene00016944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014000","WBGene00015899","WBGene00014000"
"945","WBGene00011383","WBGene00017742",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001169","WBGene00013127","WBGene00001169"
"946","WBGene00012587","WBGene00009662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015232","WBGene00012445","WBGene00015232"
"947","WBGene00013855","WBGene00007244",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020339","WBGene00007352","WBGene00020339"
"948","WBGene00003903","WBGene00021791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001446","WBGene00001335","WBGene00001446"
"949","WBGene00004267","WBGene00044949",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000780","WBGene00021456","WBGene00000780"
"950","WBGene00004410","WBGene00019762",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013312","WBGene00020665","WBGene00013312"
"951","WBGene00001427","WBGene00004297",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015010","WBGene00019295","WBGene00015010"
"952","WBGene00044788","WBGene00004145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022178","WBGene00044916","WBGene00022178"
"953","WBGene00011944","WBGene00017825",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007264","WBGene00003246","WBGene00007264"
"954","WBGene00010793","WBGene00022278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018602","WBGene00009285","WBGene00018602"
"955","WBGene00018569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006436","WBGene00017755","WBGene00006436"
"956","WBGene00044605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007336","WBGene00006498","WBGene00007336"
"957","WBGene00000784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007749","WBGene00021929","WBGene00007749"
"958","WBGene00007231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022847","WBGene00000068","WBGene00022847"
"959","WBGene00009796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012759","WBGene00001032","WBGene00012759"
"960","WBGene00003144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020690","WBGene00003826","WBGene00020690"
"961","WBGene00016669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016877","WBGene00020064","WBGene00016877"
"962","WBGene00015449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020301","WBGene00022774","WBGene00020301"
"963","WBGene00021340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022335","WBGene00009469","WBGene00022335"
"964","WBGene00006407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004228","WBGene00008138","WBGene00004228"
"965","WBGene00006948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017258","WBGene00022043","WBGene00017258"
"966","WBGene00011880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001395","WBGene00001259","WBGene00001395"
"967","WBGene00009433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008369","WBGene00045498","WBGene00008369"
"968","WBGene00018748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021869","WBGene00019630","WBGene00021869"
"969","WBGene00018966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002272","WBGene00013311","WBGene00002272"
"970","WBGene00003163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020886","WBGene00004919","WBGene00020886"
"971","WBGene00019904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016797","WBGene00009200","WBGene00016797"
"972","WBGene00016505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021491","WBGene00013593","WBGene00021491"
"973","WBGene00001692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009259","WBGene00007351","WBGene00009259"
"974","WBGene00009971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000097","WBGene00003026","WBGene00000097"
"975","WBGene00077693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009741","WBGene00011636","WBGene00009741"
"976","WBGene00019479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021043","WBGene00019657","WBGene00021043"
"977","WBGene00011330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045473","WBGene00013093","WBGene00045473"
"978","WBGene00012635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000787","WBGene00001686","WBGene00000787"
"979","WBGene00001725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017776","WBGene00022336","WBGene00017776"
"980","WBGene00001762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021245","WBGene00019871","WBGene00021245"
"981","WBGene00011404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004198","WBGene00004388","WBGene00004198"
"982","WBGene00001345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007984","WBGene00011746","WBGene00007984"
"983","WBGene00017197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009156","WBGene00006593","WBGene00009156"
"984","WBGene00015680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001385","WBGene00011329","WBGene00001385"
"985","WBGene00007459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022610","WBGene00011729","WBGene00022610"
"986","WBGene00016407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011019","WBGene00016486","WBGene00011019"
"987","WBGene00002140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014262","WBGene00004302","WBGene00014262"
"988","WBGene00021976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015947","WBGene00010348","WBGene00015947"
"989","WBGene00021500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022505","WBGene00013230","WBGene00022505"
"990","WBGene00015780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016918","WBGene00022420","WBGene00016918"
"991","WBGene00044412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015713","WBGene00003947","WBGene00015713"
"992","WBGene00194660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015293","WBGene00017263","WBGene00015293"
"993","WBGene00007170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016190","WBGene00015146","WBGene00016190"
"994","WBGene00044035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014090","WBGene00004508","WBGene00014090"
"995","WBGene00019514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001158","WBGene00017158","WBGene00001158"
"996","WBGene00006861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011551","WBGene00021155","WBGene00011551"
"997","WBGene00016920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014141","WBGene00001166","WBGene00014141"
"998","WBGene00015781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006067","WBGene00017676","WBGene00006067"
"999","WBGene00000841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022279","WBGene00009930","WBGene00022279"
"1000","WBGene00018861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016295","WBGene00011275","WBGene00016295"
"1001","WBGene00003000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009191","WBGene00021051","WBGene00009191"
"1002","WBGene00001633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008917","WBGene00006324","WBGene00008917"
"1003","WBGene00013352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00077692","WBGene00015249","WBGene00077692"
"1004","WBGene00011661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016749","WBGene00007943","WBGene00016749"
"1005","WBGene00013236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022313","WBGene00019041","WBGene00022313"
"1006","WBGene00019183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009511","WBGene00006431","WBGene00009511"
"1007","WBGene00007983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007689","WBGene00007878","WBGene00007689"
"1008","WBGene00020563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004123","WBGene00011543","WBGene00004123"
"1009","WBGene00012747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003710","WBGene00001215","WBGene00003710"
"1010","WBGene00013042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010291","WBGene00022880","WBGene00010291"
"1011","WBGene00015332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019464","WBGene00003087","WBGene00019464"
"1012","WBGene00000795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017041","WBGene00010697","WBGene00017041"
"1013","WBGene00008841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018256","WBGene00018156","WBGene00018256"
"1014","WBGene00016912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019090","WBGene00009245","WBGene00019090"
"1015","WBGene00003515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001211","WBGene00003828","WBGene00001211"
"1016","WBGene00015981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015660","WBGene00001579","WBGene00015660"
"1017","WBGene00018523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016134","WBGene00000180","WBGene00016134"
"1018","WBGene00002051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004057","WBGene00017746","WBGene00004057"
"1019","WBGene00014150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011307","WBGene00001743","WBGene00011307"
"1020","WBGene00000100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017082","WBGene00010730","WBGene00017082"
"1021","WBGene00006924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011723","WBGene00009664","WBGene00011723"
"1022","WBGene00011286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016133","WBGene00017843","WBGene00016133"
"1023","WBGene00016219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001038","WBGene00009499","WBGene00001038"
"1024","WBGene00013126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016319","WBGene00003230","WBGene00016319"
"1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000990","WBGene00009299","WBGene00000990"
"1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021755","WBGene00013323","WBGene00021755"
"1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006876","WBGene00021959","WBGene00006876"
"1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003625","WBGene00003509","WBGene00003625"
"1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001841","WBGene00013405","WBGene00001841"
"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001770","WBGene00011016","WBGene00001770"
"1031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003735","WBGene00017911","WBGene00003735"
"1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000874","WBGene00003156","WBGene00000874"
"1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013074","WBGene00003228","WBGene00013074"
"1034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020015","WBGene00016406","WBGene00020015"
"1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010367","WBGene00020951","WBGene00010367"
"1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012030","WBGene00020516","WBGene00012030"
"1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004857","WBGene00006781","WBGene00004857"
"1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010944","WBGene00017177","WBGene00010944"
"1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019301","WBGene00018625","WBGene00019301"
"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022047","WBGene00004235","WBGene00022047"
"1041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009653","WBGene00002182","WBGene00009653"
"1042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016862","WBGene00007445","WBGene00016862"
"1043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002038","WBGene00018064","WBGene00002038"
"1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014148","WBGene00006702","WBGene00014148"
"1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003996","WBGene00019793","WBGene00003996"
"1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009008","WBGene00044069","WBGene00009008"
"1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018400","WBGene00006568","WBGene00018400"
"1048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022816","WBGene00015347","WBGene00022816"
"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015101","WBGene00020936","WBGene00015101"
"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000190","WBGene00019435","WBGene00000190"
"1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013366","WBGene00018236","WBGene00013366"
"1052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015342","WBGene00007400","WBGene00015342"
"1053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004213","WBGene00006515","WBGene00004213"
"1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016262","WBGene00003598","WBGene00016262"
"1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022419","WBGene00016995","WBGene00022419"
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000783","WBGene00007710","WBGene00000783"
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003370","WBGene00003948","WBGene00003370"
"1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003092","WBGene00006434","WBGene00003092"
"1059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006986","WBGene00006437","WBGene00006986"
"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015227","WBGene00006504","WBGene00015227"
"1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016396","WBGene00018417","WBGene00016396"
"1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001066","WBGene00009341","WBGene00001066"
"1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011102","WBGene00017538","WBGene00011102"
"1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017471","WBGene00001399","WBGene00017471"
"1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008605","WBGene00017738","WBGene00008605"
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009431","WBGene00013530","WBGene00009431"
"1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019579","WBGene00011860","WBGene00019579"
"1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007923","WBGene00019786","WBGene00007923"
"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013982","WBGene00002131","WBGene00013982"
"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008577","WBGene00003395","WBGene00008577"
"1071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016419","WBGene00016562","WBGene00016419"
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018411","WBGene00020182","WBGene00018411"
"1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018869","WBGene00017011","WBGene00018869"
"1074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004052","WBGene00021295","WBGene00004052"
"1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007488","WBGene00017237","WBGene00007488"
"1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000545","WBGene00006804","WBGene00000545"
"1077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022072","WBGene00019572","WBGene00022072"
"1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000551","WBGene00011323","WBGene00000551"
"1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009926","WBGene00009978","WBGene00009926"
"1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015002","WBGene00011344","WBGene00015002"
"1081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006787","WBGene00020107","WBGene00006787"
"1082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006788","WBGene00004111","WBGene00006788"
"1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009638","WBGene00004681","WBGene00009638"
"1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012939","WBGene00019416","WBGene00012939"
"1085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000516","WBGene00021311","WBGene00000516"
"1086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044213","WBGene00002060","WBGene00044213"
"1087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011283","WBGene00009977","WBGene00011283"
"1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001402","WBGene00012715","WBGene00001402"
"1089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006853","WBGene00019767","WBGene00006853"
"1090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004423","WBGene00018897","WBGene00004423"
"1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019609","WBGene00003406","WBGene00019609"
"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002138","WBGene00004337","WBGene00002138"
"1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003995","WBGene00012158","WBGene00003995"
"1094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003659","WBGene00020412","WBGene00003659"
"1095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008607","WBGene00004187","WBGene00008607"
"1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010788","WBGene00009127","WBGene00010788"
"1097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008335","WBGene00016971","WBGene00008335"
"1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004144","WBGene00003800","WBGene00004144"
"1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010238","WBGene00004916","WBGene00010238"
"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011383","WBGene00016799","WBGene00011383"
"1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012587","WBGene00019682","WBGene00012587"
"1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013855","WBGene00020362","WBGene00013855"
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003903","WBGene00017546","WBGene00003903"
"1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004267","WBGene00011145","WBGene00004267"
"1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004410","WBGene00013270","WBGene00004410"
"1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001427","WBGene00019892","WBGene00001427"
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044788","WBGene00007509","WBGene00044788"
"1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011944","WBGene00003890","WBGene00011944"
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010793","WBGene00011680","WBGene00010793"
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018569","WBGene00011967","WBGene00018569"
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044605","WBGene00002276","WBGene00044605"
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000784","WBGene00004882","WBGene00000784"
"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007231","WBGene00015866","WBGene00007231"
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009796","WBGene00009920","WBGene00009796"
"1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003144","WBGene00004060","WBGene00003144"
"1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016669","WBGene00013728","WBGene00016669"
"1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015449","WBGene00019729","WBGene00015449"
"1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021340","WBGene00002004","WBGene00021340"
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006948","WBGene00009661","WBGene00006948"
"1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011880","WBGene00002029","WBGene00011880"
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009433","WBGene00001708","WBGene00009433"
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018748","WBGene00004086","WBGene00018748"
"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018966","WBGene00013438","WBGene00018966"
"1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003163","WBGene00001827","WBGene00003163"
"1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019904","WBGene00000465","WBGene00019904"
"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016505","WBGene00020433","WBGene00016505"
"1127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001692","WBGene00006638","WBGene00001692"
"1128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009971","WBGene00015912","WBGene00009971"
"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019479","WBGene00015308","WBGene00019479"
"1130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011330","WBGene00009007","WBGene00011330"
"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012635","WBGene00021365","WBGene00012635"
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001725","WBGene00000989","WBGene00001725"
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001762","WBGene00009103","WBGene00001762"
"1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011404","WBGene00015477","WBGene00011404"
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017197","WBGene00022787","WBGene00017197"
"1136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015680","WBGene00009006","WBGene00015680"
"1137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007459","WBGene00011834","WBGene00007459"
"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016407","WBGene00004387","WBGene00016407"
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002140","WBGene00020462","WBGene00002140"
"1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021500","WBGene00021114","WBGene00021500"
"1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015780","WBGene00001061","WBGene00015780"
"1142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044412","WBGene00000210","WBGene00044412"
"1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00194660","WBGene00019540","WBGene00194660"
"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007170","WBGene00008371","WBGene00007170"
