"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"748","WBGene00022674","WBGene00022880",NA,NA,NA,NA,"WBGene00006523",NA,NA,NA,NA,"WBGene00020710","WBGene00020290","WBGene00020710"
"749","WBGene00004040","WBGene00003087",NA,NA,NA,NA,"WBGene00000301",NA,NA,NA,NA,"WBGene00004438","WBGene00011908","WBGene00004438"
"750","WBGene00014000","WBGene00010697",NA,NA,NA,NA,"WBGene00019960",NA,NA,NA,NA,"WBGene00010117","WBGene00017986","WBGene00010117"
"751","WBGene00000273","WBGene00018156",NA,NA,NA,NA,"WBGene00010199",NA,NA,NA,NA,"WBGene00044696","WBGene00016013","WBGene00044696"
"752","WBGene00001169","WBGene00009245",NA,NA,NA,NA,"WBGene00012238",NA,NA,NA,NA,"WBGene00021079","WBGene00000459","WBGene00021079"
"753","WBGene00015232","WBGene00003828",NA,NA,NA,NA,"WBGene00000608",NA,NA,NA,NA,"WBGene00004796","WBGene00006704","WBGene00004796"
"754","WBGene00020339","WBGene00001579",NA,NA,NA,NA,"WBGene00004703",NA,NA,NA,NA,"WBGene00010897","WBGene00015778","WBGene00010897"
"755","WBGene00001446","WBGene00000180",NA,NA,NA,NA,"WBGene00016434",NA,NA,NA,NA,"WBGene00001182","WBGene00019799","WBGene00001182"
"756","WBGene00000780","WBGene00017746",NA,NA,NA,NA,"WBGene00016009",NA,NA,NA,NA,"WBGene00008851","WBGene00000274","WBGene00008851"
"757","WBGene00002056","WBGene00010066",NA,NA,NA,NA,"WBGene00011681",NA,NA,NA,NA,"WBGene00009090","WBGene00001569","WBGene00009090"
"758","WBGene00010124","WBGene00004822",NA,NA,NA,NA,"WBGene00020274",NA,NA,NA,NA,"WBGene00021396","WBGene00013011","WBGene00021396"
"759","WBGene00013312","WBGene00001743",NA,NA,NA,NA,"WBGene00003794",NA,NA,NA,NA,"WBGene00021503","WBGene00045486","WBGene00021503"
"760","WBGene00017484","WBGene00010730",NA,NA,NA,NA,"WBGene00015132",NA,NA,NA,NA,"WBGene00000149","WBGene00015011","WBGene00000149"
"761","WBGene00015010","WBGene00009664",NA,NA,NA,NA,"WBGene00017405",NA,NA,NA,NA,"WBGene00018547","WBGene00010149","WBGene00018547"
"762","WBGene00022178","WBGene00006902",NA,NA,NA,NA,"WBGene00000137",NA,NA,NA,NA,"WBGene00006927","WBGene00015905","WBGene00006927"
"763","WBGene00007264","WBGene00014144",NA,NA,NA,NA,"WBGene00000079",NA,NA,NA,NA,"WBGene00015532","WBGene00003052","WBGene00015532"
"764","WBGene00018602","WBGene00017843",NA,NA,NA,NA,"WBGene00004915",NA,NA,NA,NA,"WBGene00006575","WBGene00006494","WBGene00006575"
"765","WBGene00022713","WBGene00009499",NA,NA,NA,NA,"WBGene00004203",NA,NA,NA,NA,"WBGene00007103","WBGene00000406","WBGene00007103"
"766","WBGene00006436","WBGene00022099",NA,NA,NA,NA,"WBGene00015943",NA,NA,NA,NA,"WBGene00010454","WBGene00010492","WBGene00010454"
"767","WBGene00007336","WBGene00010872",NA,NA,NA,NA,"WBGene00000870",NA,NA,NA,NA,"WBGene00000776","WBGene00021661","WBGene00000776"
"768","WBGene00007414","WBGene00003230",NA,NA,NA,NA,"WBGene00015344",NA,NA,NA,NA,"WBGene00008194","WBGene00003241","WBGene00008194"
"769","WBGene00007749","WBGene00009299",NA,NA,NA,NA,"WBGene00013699",NA,NA,NA,NA,"WBGene00017498","WBGene00008648","WBGene00017498"
"770","WBGene00013867","WBGene00013323",NA,NA,NA,NA,"WBGene00018740",NA,NA,NA,NA,"WBGene00004382","WBGene00020588","WBGene00004382"
"771","WBGene00022847","WBGene00021959",NA,NA,NA,NA,"WBGene00016841",NA,NA,NA,NA,"WBGene00010935","WBGene00000913","WBGene00010935"
"772","WBGene00043994","WBGene00003509",NA,NA,NA,NA,"WBGene00012732",NA,NA,NA,NA,"WBGene00021518","WBGene00010037","WBGene00021518"
"773","WBGene00008377","WBGene00013405",NA,NA,NA,NA,"WBGene00004893",NA,NA,NA,NA,"WBGene00011763","WBGene00013917","WBGene00011763"
"774","WBGene00012759","WBGene00011016",NA,NA,NA,NA,"WBGene00011059",NA,NA,NA,NA,"WBGene00044443","WBGene00020111","WBGene00044443"
"775","WBGene00020690","WBGene00017911",NA,NA,NA,NA,"WBGene00000376",NA,NA,NA,NA,"WBGene00194731","WBGene00003784","WBGene00194731"
"776","WBGene00016877","WBGene00003156",NA,NA,NA,NA,"WBGene00020379",NA,NA,NA,NA,"WBGene00003635","WBGene00022455","WBGene00003635"
"777","WBGene00020301","WBGene00003228",NA,NA,NA,NA,"WBGene00015037",NA,NA,NA,NA,"WBGene00011476","WBGene00011279","WBGene00011476"
"778","WBGene00022335","WBGene00016406",NA,NA,NA,NA,"WBGene00018037",NA,NA,NA,NA,"WBGene00015894","WBGene00007666","WBGene00015894"
"779","WBGene00004228","WBGene00003367",NA,NA,NA,NA,"WBGene00009233",NA,NA,NA,NA,"WBGene00011756","WBGene00019900","WBGene00011756"
"780","WBGene00044479","WBGene00020199",NA,NA,NA,NA,"WBGene00021516",NA,NA,NA,NA,"WBGene00018210","WBGene00009665","WBGene00018210"
"781","WBGene00017258","WBGene00020951",NA,NA,NA,NA,"WBGene00020726",NA,NA,NA,NA,"WBGene00018877","WBGene00021035","WBGene00018877"
"782","WBGene00001395","WBGene00020516",NA,NA,NA,NA,"WBGene00018438",NA,NA,NA,NA,"WBGene00015268","WBGene00008210","WBGene00015268"
"783","WBGene00008369","WBGene00006781",NA,NA,NA,NA,"WBGene00006528",NA,NA,NA,NA,"WBGene00021525","WBGene00017046","WBGene00021525"
"784","WBGene00021869","WBGene00013219",NA,NA,NA,NA,"WBGene00019591",NA,NA,NA,NA,"WBGene00000228","WBGene00010093","WBGene00000228"
"785","WBGene00002272","WBGene00017177",NA,NA,NA,NA,"WBGene00001080",NA,NA,NA,NA,"WBGene00014001","WBGene00018006","WBGene00014001"
"786","WBGene00020886","WBGene00018625",NA,NA,NA,NA,"WBGene00009721",NA,NA,NA,NA,"WBGene00011374","WBGene00000369","WBGene00011374"
"787","WBGene00016797","WBGene00012641",NA,NA,NA,NA,"WBGene00006775",NA,NA,NA,NA,"WBGene00012813","WBGene00003158","WBGene00012813"
"788","WBGene00017641","WBGene00004235",NA,NA,NA,NA,"WBGene00001833",NA,NA,NA,NA,"WBGene00022856","WBGene00001755","WBGene00022856"
"789","WBGene00021491","WBGene00002182",NA,NA,NA,NA,"WBGene00044436",NA,NA,NA,NA,"WBGene00017380","WBGene00004917","WBGene00017380"
"790","WBGene00009259","WBGene00007445",NA,NA,NA,NA,"WBGene00003539",NA,NA,NA,NA,"WBGene00008850","WBGene00017548","WBGene00008850"
"791","WBGene00000097","WBGene00018064",NA,NA,NA,NA,"WBGene00018355",NA,NA,NA,NA,"WBGene00003929","WBGene00017951","WBGene00003929"
"792","WBGene00009741","WBGene00006702",NA,NA,NA,NA,"WBGene00010845",NA,NA,NA,NA,"WBGene00003374","WBGene00011835","WBGene00003374"
"793","WBGene00021043","WBGene00019793",NA,NA,NA,NA,"WBGene00000482",NA,NA,NA,NA,"WBGene00003657","WBGene00000265","WBGene00003657"
"794","WBGene00045473","WBGene00044069",NA,NA,NA,NA,"WBGene00016500",NA,NA,NA,NA,"WBGene00009902","WBGene00011805","WBGene00009902"
"795","WBGene00000787","WBGene00006568",NA,NA,NA,NA,"WBGene00021557",NA,NA,NA,NA,"WBGene00004002","WBGene00011638","WBGene00004002"
"796","WBGene00017776","WBGene00015347",NA,NA,NA,NA,"WBGene00008080",NA,NA,NA,NA,"WBGene00011156","WBGene00021049","WBGene00011156"
"797","WBGene00021245","WBGene00020936",NA,NA,NA,NA,"WBGene00008611",NA,NA,NA,NA,"WBGene00004096","WBGene00000480","WBGene00004096"
"798","WBGene00001110","WBGene00019435",NA,NA,NA,NA,"WBGene00004128",NA,NA,NA,NA,"WBGene00014254","WBGene00016630","WBGene00014254"
"799","WBGene00004198","WBGene00018236",NA,NA,NA,NA,"WBGene00010689",NA,NA,NA,NA,"WBGene00017488","WBGene00022458","WBGene00017488"
"800","WBGene00007984","WBGene00235391",NA,NA,NA,NA,"WBGene00020511",NA,NA,NA,NA,"WBGene00011957","WBGene00008921","WBGene00011957"
"801","WBGene00009156","WBGene00007400",NA,NA,NA,NA,"WBGene00004829",NA,NA,NA,NA,"WBGene00020200","WBGene00008440","WBGene00020200"
"802","WBGene00013393","WBGene00006515",NA,NA,NA,NA,"WBGene00014015",NA,NA,NA,NA,"WBGene00017210","WBGene00008710","WBGene00017210"
"803","WBGene00002037","WBGene00003598",NA,NA,NA,NA,"WBGene00016894",NA,NA,NA,NA,"WBGene00007492","WBGene00000462","WBGene00007492"
"804","WBGene00015817","WBGene00016995",NA,NA,NA,NA,"WBGene00010066",NA,NA,NA,NA,"WBGene00044539","WBGene00003979","WBGene00044539"
"805","WBGene00001385","WBGene00002981",NA,NA,NA,NA,"WBGene00004822",NA,NA,NA,NA,"WBGene00018747","WBGene00007709","WBGene00018747"
"806","WBGene00022610","WBGene00007710",NA,NA,NA,NA,"WBGene00006902",NA,NA,NA,NA,"WBGene00003915","WBGene00017967","WBGene00003915"
"807","WBGene00011019","WBGene00003948",NA,NA,NA,NA,"WBGene00014144",NA,NA,NA,NA,"WBGene00011856","WBGene00008034","WBGene00011856"
"808","WBGene00014262","WBGene00006434",NA,NA,NA,NA,"WBGene00022099",NA,NA,NA,NA,"WBGene00019021","WBGene00015939","WBGene00019021"
"809","WBGene00015947","WBGene00006437",NA,NA,NA,NA,"WBGene00010872",NA,NA,NA,NA,"WBGene00011737","WBGene00019399","WBGene00011737"
"810","WBGene00022505","WBGene00006504",NA,NA,NA,NA,"WBGene00003367",NA,NA,NA,NA,"WBGene00012034","WBGene00003150","WBGene00012034"
"811","WBGene00016918","WBGene00018417",NA,NA,NA,NA,"WBGene00020199",NA,NA,NA,NA,"WBGene00012853","WBGene00009966","WBGene00012853"
"812","WBGene00001159","WBGene00009341",NA,NA,NA,NA,"WBGene00013219",NA,NA,NA,NA,"WBGene00016898","WBGene00050944","WBGene00016898"
"813","WBGene00015713","WBGene00017538",NA,NA,NA,NA,"WBGene00012641",NA,NA,NA,NA,"WBGene00012244","WBGene00017140","WBGene00012244"
"814","WBGene00015293","WBGene00001399",NA,NA,NA,NA,"WBGene00235391",NA,NA,NA,NA,"WBGene00020732","WBGene00006711","WBGene00020732"
"815","WBGene00008041","WBGene00017738",NA,NA,NA,NA,"WBGene00002981",NA,NA,NA,NA,"WBGene00001444","WBGene00004798","WBGene00001444"
"816","WBGene00016190","WBGene00017303",NA,NA,NA,NA,"WBGene00017303",NA,NA,NA,NA,"WBGene00009380","WBGene00012187","WBGene00009380"
"817","WBGene00014090","WBGene00013530",NA,NA,NA,NA,"WBGene00010702",NA,NA,NA,NA,"WBGene00011230","WBGene00012000","WBGene00011230"
"818","WBGene00001158","WBGene00011860",NA,NA,NA,NA,"WBGene00020544",NA,NA,NA,NA,"WBGene00001772","WBGene00001235","WBGene00001772"
"819","WBGene00011551","WBGene00010702",NA,NA,NA,NA,"WBGene00000503",NA,NA,NA,NA,"WBGene00017901","WBGene00002075","WBGene00017901"
"820","WBGene00014141","WBGene00019786",NA,NA,NA,NA,"WBGene00001976",NA,NA,NA,NA,"WBGene00012289","WBGene00020869","WBGene00012289"
"821","WBGene00006067","WBGene00002131",NA,NA,NA,NA,"WBGene00007303",NA,NA,NA,NA,"WBGene00022386","WBGene00006648","WBGene00022386"
"822","WBGene00022279","WBGene00003395",NA,NA,NA,NA,"WBGene00004745",NA,NA,NA,NA,"WBGene00009595","WBGene00000423","WBGene00009595"
"823","WBGene00016295","WBGene00016562",NA,NA,NA,NA,"WBGene00017898",NA,NA,NA,NA,"WBGene00008454","WBGene00017165","WBGene00008454"
"824","WBGene00009191","WBGene00020544",NA,NA,NA,NA,"WBGene00018208",NA,NA,NA,NA,"WBGene00001117","WBGene00044431","WBGene00001117"
"825","WBGene00008917","WBGene00020182",NA,NA,NA,NA,"WBGene00003123",NA,NA,NA,NA,"WBGene00006970","WBGene00001023","WBGene00006970"
"826","WBGene00077692","WBGene00017011",NA,NA,NA,NA,"WBGene00021204",NA,NA,NA,NA,"WBGene00007439","WBGene00004143","WBGene00007439"
"827","WBGene00016749","WBGene00021295",NA,NA,NA,NA,"WBGene00012926",NA,NA,NA,NA,"WBGene00001170","WBGene00008394","WBGene00001170"
"828","WBGene00022313","WBGene00000503",NA,NA,NA,NA,"WBGene00004818",NA,NA,NA,NA,"WBGene00018643","WBGene00022835","WBGene00018643"
"829","WBGene00009511","WBGene00001976",NA,NA,NA,NA,"WBGene00016084",NA,NA,NA,NA,"WBGene00010700","WBGene00006874","WBGene00010700"
"830","WBGene00007689","WBGene00017237",NA,NA,NA,NA,"WBGene00018520",NA,NA,NA,NA,"WBGene00016496","WBGene00004788","WBGene00016496"
"831","WBGene00004123","WBGene00006804",NA,NA,NA,NA,"WBGene00000752",NA,NA,NA,NA,"WBGene00014826","WBGene00003157","WBGene00014826"
"832","WBGene00003710","WBGene00019572",NA,NA,NA,NA,"WBGene00004873",NA,NA,NA,NA,"WBGene00019839","WBGene00019217","WBGene00019839"
"833","WBGene00010291","WBGene00011323",NA,NA,NA,NA,"WBGene00012240",NA,NA,NA,NA,"WBGene00015857","WBGene00015001","WBGene00015857"
"834","WBGene00002219","WBGene00009978",NA,NA,NA,NA,"WBGene00003219",NA,NA,NA,NA,"WBGene00000683","WBGene00012431","WBGene00000683"
"835","WBGene00019464","WBGene00011344",NA,NA,NA,NA,"WBGene00022265",NA,NA,NA,NA,"WBGene00020139","WBGene00004132","WBGene00020139"
"836","WBGene00017041","WBGene00020107",NA,NA,NA,NA,"WBGene00000961",NA,NA,NA,NA,"WBGene00012204","WBGene00015687","WBGene00012204"
"837","WBGene00018256","WBGene00004111",NA,NA,NA,NA,"WBGene00000289",NA,NA,NA,NA,"WBGene00010658","WBGene00000168","WBGene00010658"
"838","WBGene00019090","WBGene00004681",NA,NA,NA,NA,"WBGene00006388",NA,NA,NA,NA,"WBGene00009533","WBGene00006737","WBGene00009533"
"839","WBGene00001211","WBGene00019416",NA,NA,NA,NA,"WBGene00009662",NA,NA,NA,NA,"WBGene00016907","WBGene00009503","WBGene00016907"
"840","WBGene00015660","WBGene00007303",NA,NA,NA,NA,"WBGene00044949",NA,NA,NA,NA,"WBGene00077593","WBGene00004339","WBGene00077593"
"841","WBGene00016134","WBGene00021311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018647","WBGene00010609","WBGene00018647"
"842","WBGene00004057","WBGene00002060",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009304","WBGene00017984","WBGene00009304"
"843","WBGene00021465","WBGene00009977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011222","WBGene00006536","WBGene00011222"
"844","WBGene00011307","WBGene00012715",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016492","WBGene00219443","WBGene00016492"
"845","WBGene00017082","WBGene00019767",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010639","WBGene00004684","WBGene00010639"
"846","WBGene00011723","WBGene00018897",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016332","WBGene00006697","WBGene00016332"
"847","WBGene00016133","WBGene00004745",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00235306","WBGene00001974","WBGene00235306"
"848","WBGene00020194","WBGene00017898",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006452","WBGene00007267","WBGene00006452"
"849","WBGene00001038","WBGene00003406",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010528","WBGene00021554","WBGene00010528"
"850","WBGene00015647","WBGene00004337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010041","WBGene00001648","WBGene00010041"
"851","WBGene00016319","WBGene00012158",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001065","WBGene00002245","WBGene00001065"
"852","WBGene00000990","WBGene00020412",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016927","WBGene00007118","WBGene00016927"
"853","WBGene00021755","WBGene00004187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009102","WBGene00002003","WBGene00009102"
"854","WBGene00022490","WBGene00009127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017711","WBGene00018578","WBGene00017711"
"855","WBGene00006876","WBGene00018208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022048","WBGene00023409","WBGene00022048"
"856","WBGene00002252","WBGene00016971",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019644","WBGene00019824","WBGene00019644"
"857","WBGene00002174","WBGene00003800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007856","WBGene00014036","WBGene00007856"
"858","WBGene00003625","WBGene00003123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011083","WBGene00003221","WBGene00011083"
"859","WBGene00001841","WBGene00004916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003990","WBGene00016346","WBGene00003990"
"860","WBGene00001770","WBGene00016799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009804","WBGene00001005","WBGene00009804"
"861","WBGene00003735","WBGene00019682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003978","WBGene00016192","WBGene00003978"
"862","WBGene00000874","WBGene00020362",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000433","WBGene00022368","WBGene00000433"
"863","WBGene00010931","WBGene00017546",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021260","WBGene00000013","WBGene00021260"
"864","WBGene00013074","WBGene00011145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000370","WBGene00007772","WBGene00000370"
"865","WBGene00020015","WBGene00013270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014178","WBGene00018717","WBGene00014178"
"866","WBGene00010367","WBGene00019892",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006749","WBGene00006713","WBGene00006749"
"867","WBGene00012030","WBGene00007509",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015514","WBGene00011898","WBGene00015514"
"868","WBGene00006779","WBGene00003890",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003602","WBGene00022738","WBGene00003602"
"869","WBGene00012757","WBGene00011680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016658","WBGene00001980","WBGene00016658"
"870","WBGene00004857","WBGene00011967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018743","WBGene00013719","WBGene00018743"
"871","WBGene00010944","WBGene00021204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015791","WBGene00007109","WBGene00015791"
"872","WBGene00019301","WBGene00002276",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001693","WBGene00002253","WBGene00001693"
"873","WBGene00022047","WBGene00004882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007578","WBGene00005014","WBGene00007578"
"874","WBGene00009653","WBGene00015866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018951","WBGene00000213","WBGene00018951"
"875","WBGene00016862","WBGene00009920",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013514","WBGene00020821","WBGene00013514"
"876","WBGene00002038","WBGene00004060",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017133","WBGene00004152","WBGene00017133"
"877","WBGene00014148","WBGene00013728",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018823","WBGene00017269","WBGene00018823"
"878","WBGene00003996","WBGene00012926",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006649","WBGene00007761","WBGene00006649"
"879","WBGene00009008","WBGene00019729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016763","WBGene00016824","WBGene00016763"
"880","WBGene00018400","WBGene00002004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012758","WBGene00008364","WBGene00012758"
"881","WBGene00022816","WBGene00009661",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007516","WBGene00002246","WBGene00007516"
"882","WBGene00015101","WBGene00002029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006870","WBGene00001683","WBGene00006870"
"883","WBGene00000190","WBGene00001708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016788","WBGene00012608","WBGene00016788"
"884","WBGene00013366","WBGene00004086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008803","WBGene00004147","WBGene00008803"
"885","WBGene00015342","WBGene00013438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018543","WBGene00010034","WBGene00018543"
"886","WBGene00004213","WBGene00001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008228","WBGene00008488","WBGene00008228"
"887","WBGene00016262","WBGene00004818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004174","WBGene00013233","WBGene00004174"
"888","WBGene00022419","WBGene00000465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006798","WBGene00011625","WBGene00006798"
"889","WBGene00000783","WBGene00020433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020844","WBGene00013307","WBGene00020844"
"890","WBGene00001787","WBGene00006638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004310","WBGene00012467","WBGene00004310"
"891","WBGene00003370","WBGene00015912",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002123","WBGene00021730","WBGene00002123"
"892","WBGene00003092","WBGene00015308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007180","WBGene00007696","WBGene00007180"
"893","WBGene00006986","WBGene00009007",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006840","WBGene00001329","WBGene00006840"
"894","WBGene00015227","WBGene00021365",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017123","WBGene00010942","WBGene00017123"
"895","WBGene00016396","WBGene00000989",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006928","WBGene00020050","WBGene00006928"
"896","WBGene00001066","WBGene00009103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010244","WBGene00015200","WBGene00010244"
"897","WBGene00011102","WBGene00016084",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015295","WBGene00011912","WBGene00015295"
"898","WBGene00011561","WBGene00018520",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045261","WBGene00009444","WBGene00045261"
"899","WBGene00017471","WBGene00015477",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022113","WBGene00000121","WBGene00022113"
"900","WBGene00008605","WBGene00022787",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004238","WBGene00021774","WBGene00004238"
"901","WBGene00010146","WBGene00009006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006926","WBGene00000148","WBGene00006926"
"902","WBGene00021467","WBGene00011834",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022045","WBGene00000010","WBGene00022045"
"903","WBGene00010539","WBGene00004387",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022441","WBGene00001240","WBGene00022441"
"904","WBGene00009431","WBGene00020462",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045265","WBGene00012512","WBGene00045265"
"905","WBGene00019727","WBGene00021114",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021487","WBGene00008236","WBGene00021487"
"906","WBGene00019579","WBGene00001061",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010049","WBGene00006707","WBGene00010049"
"907","WBGene00007923","WBGene00000210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011393","WBGene00020896","WBGene00011393"
"908","WBGene00013982","WBGene00019540",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001752","WBGene00001852","WBGene00001752"
"909","WBGene00008577","WBGene00008371",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011520","WBGene00011253","WBGene00011520"
"910","WBGene00016419","WBGene00044614",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016229","WBGene00000817","WBGene00016229"
"911","WBGene00018411","WBGene00000752",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009429","WBGene00020437","WBGene00009429"
"912","WBGene00018869","WBGene00004873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014698","WBGene00009812","WBGene00014698"
"913","WBGene00004052","WBGene00012240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021540","WBGene00020480","WBGene00021540"
"914","WBGene00007488","WBGene00003219",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044068","WBGene00001996","WBGene00044068"
"915","WBGene00000545","WBGene00022265",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015942","WBGene00006776","WBGene00015942"
"916","WBGene00022072","WBGene00000961",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016838","WBGene00011741","WBGene00016838"
"917","WBGene00000551","WBGene00009045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012186","WBGene00018016","WBGene00012186"
"918","WBGene00009926","WBGene00013238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018901","WBGene00000616","WBGene00018901"
"919","WBGene00015002","WBGene00018137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008555","WBGene00004350","WBGene00008555"
"920","WBGene00006787","WBGene00219308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007555","WBGene00016139","WBGene00007555"
"921","WBGene00006788","WBGene00003151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018996","WBGene00021890","WBGene00018996"
"922","WBGene00009638","WBGene00001856",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005663","WBGene00004088","WBGene00005663"
"923","WBGene00012939","WBGene00000289",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000043","WBGene00010807","WBGene00000043"
"924","WBGene00000516","WBGene00015554",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000789","WBGene00021543","WBGene00000789"
"925","WBGene00011560","WBGene00000250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012144","WBGene00000111","WBGene00012144"
"926","WBGene00014030","WBGene00002136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000788","WBGene00044692","WBGene00000788"
"927","WBGene00044213","WBGene00021347",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007614","WBGene00017355","WBGene00007614"
"928","WBGene00012532","WBGene00016714",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008229","WBGene00016102","WBGene00008229"
"929","WBGene00011283","WBGene00013720",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019537","WBGene00011962","WBGene00019537"
"930","WBGene00001402","WBGene00006388",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020373","WBGene00019124","WBGene00020373"
"931","WBGene00006853","WBGene00001834",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008511","WBGene00006382","WBGene00008511"
"932","WBGene00018297","WBGene00012258",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000232","WBGene00012020","WBGene00000232"
