	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_8	amir_1_mix_9
WBGene00004878	2.29441765012871	4.54587476625945	3.63731953581894	7.10236543958305	6.41546630993648	2.55243875454199
WBGene00004879	98.6599589555345	142.058586445608	93.3578680860194	112.750051353381	69.5008850243118	84.2304788998857
WBGene00004880	516.243971278959	465.952163541594	533.473531920111	569.96482652654	443.736419770606	588.337132921929
WBGene00004881	850.081739372687	817.120989235137	957.827477765654	859.386218189549	746.33258072261	774.665162003494
WBGene00004882	1237.83832224444	937.586670541012	1196.07190736179	1084.88632089631	1159.06091332852	950.783436066892
WBGene00004883	14.9137147258366	11.3646869156486	9.09329883954735	15.9803222390619	23.5233764697671	19.1432906590649
WBGene00004884	1580.85376093868	1091.00994390227	1638.0062309638	1274.87459640516	1484.1112063653	1107.75841947122
WBGene00004885	137.665059007723	123.87508738057	172.166458028763	173.120157589837	167.871368443338	145.489009008893
WBGene00004886	152.578773733559	132.966836913089	180.653536945674	148.261878551296	171.079101598306	174.842054686126
WBGene00004887	336.132185743856	318.211233638162	385.555870796807	350.679293579413	336.811981271665	260.348752963283
WBGene00004888	9914.17866620615	6219.8931489345	9489.16044902897	6667.34555640859	8663.01800718422	6968.15779989964
WBGene00004889	199.614335561198	246.613706069575	231.576010447139	229.939081106501	199.94869999302	178.670712817939
WBGene00004890	1.14720882506435	4.54587476625945	4.24353945845543	0.887795679947881	3.20773315496824	2.55243875454199
WBGene00004891	382.02053874643	310.255952797208	354.03243481971	316.055262061446	318.634826726845	356.065206258608
WBGene00004892	1066.90420730985	1100.10169343479	1064.52218414968	951.716968904129	969.804657185397	1033.73769558951
WBGene00004893	481.827706527029	306.846546722513	476.488859192281	361.332841738788	431.974731535723	387.970690690383
WBGene00004894	63.0964853785395	80.6892771011053	103.057386848203	71.9114500757784	93.0242614940789	72.7445045044467
WBGene00004895	601.137424333722	480.726256531937	755.350023605066	561.974665407009	673.62396254333	675.120050576357
WBGene00004896	214.528050287034	137.512711679348	212.176972922771	170.456770549993	221.333587692808	186.328029081565
WBGene00004897	8341.35536704292	8093.93002132496	7403.15769523681	9038.64781754938	8688.67987242397	8862.06735576979
WBGene00004898	595.4013802084	912.584359326586	526.80511277111	811.445251472363	562.422546504431	726.168825667196
WBGene00004900	87.1878707048909	111.373931773357	152.767420504395	145.598491511453	131.517059353698	103.373769558951
WBGene00004902	393.492626997074	558.006127558348	435.872124375636	463.429344932794	514.306549179907	532.183480322005
WBGene00004908	14.9137147258366	18.1834990650378	15.7617179885487	17.7559135989576	14.9694213898518	29.3530456772329
WBGene00004910	10.3248794255792	17.047030373473	13.9430582206393	14.2047308791661	11.7616882348835	10.209755018168
WBGene00004911	0	2.27293738312973	1.81865976790947	1.77559135989576	5.34622192494706	3.82865813181299
WBGene00004912	2.29441765012871	6.81881214938918	5.45597930372841	4.43897839973941	4.27697753995765	3.82865813181299
WBGene00004913	5.73604412532177	4.54587476625945	4.84975938109192	6.21456975963517	10.6924438498941	2.55243875454199
WBGene00004914	5362.05404835079	4674.29572840628	4760.64505246435	4146.89362103655	4295.15469450247	4770.50803223898
WBGene00004915	2490.59035921471	1982.00139808912	2786.79298435994	2255.88882274757	2477.43924002047	2057.26563616084
WBGene00004916	1858.47829660425	1479.68223641745	1907.1678766144	1502.15029047181	1532.22720368983	1370.65961118905
WBGene00004917	6633.1614265221	5367.54163026085	7182.49364339713	5672.12659918701	6338.48071421724	5084.45799904765
