	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00022821	3034.04960469676	3175.4832105424	3062.6023604411	3370.05091751905	2691.0839815274	3272.73008834891	3456.92887706656	2415.5980322707
WBGene00022822	2989.46573579557	3786.82486273703	2845.26439893372	3739.85699016134	2789.90346007755	3091.09411554185	3923.6208301328	2395.13408847455
WBGene00022823	31.6780121140033	40.7561101463088	32.91117702826	32.7101194474753	24.9544137752912	28.4490077890577	64.2356901692307	35.8119016432649
WBGene00022825	1.17325970792605	6.98676173936722	1.24193120861358	4.54307214548268	0	1.09419260727145	10.4874596194662	0
WBGene00022830	315.606861432107	320.226579720997	282.539349959591	372.53191592958	326.403732180809	239.628180992448	313.312856131554	393.078253751074
WBGene00022831	1478.30723198682	1252.95927192652	1643.07498899577	1338.3890540592	1554.16088992514	1464.0297085292	1410.56331881821	1750.51985889578
WBGene00022832	635.906761695918	579.901224367479	604.820498594816	627.852570505707	644.822051953524	670.740068257399	526.994845878178	714.532704215619
WBGene00022835	620.654385492879	430.850307260978	622.828501119713	451.581371260979	656.800170565664	546.002111028454	479.80127759058	626.708278757136
WBGene00022836	410.640897774117	284.128310734267	347.119772807497	314.380592467402	404.261503159717	361.083560399579	339.531505180219	438.269462967575
WBGene00022837	1.17325970792605	10.4801426090508	16.1451057119766	20.8981318692203	9.98176551011648	20.7896595381576	23.596784143799	11.0846362229153
WBGene00022842	10.5593373713344	2.32892057978907	8.0725528559883	0	2.99452965303494	5.47096303635725	5.24372980973312	8.52664324839641
WBGene00022847	8.21281795548233	16.3024440585235	13.0402776904426	24.5325895856065	6.98723585708153	4.3767704290858	35.3951762156985	13.6426291974343
WBGene00022848	79.7816601389712	237.549899138485	103.701255919234	195.352102255755	124.772068876456	107.230875512602	241.211571247723	93.7930757323605
WBGene00022850	820.108535840307	676.551428428726	769.997349340423	672.374677531437	728.668882238503	757.181284231844	710.525389218837	733.291319362091
WBGene00022851	77.4351407231191	91.9923629016684	96.2496686675528	117.211261353453	75.8614178768852	91.9121790108018	61.6138252643641	89.5297541081623
WBGene00022852	35.1977912377814	34.9338086968361	32.91117702826	44.5221070257303	38.9288854894543	47.0502821126724	31.4623788583987	39.2225589426235
WBGene00022853	339.072055590628	257.345724066692	326.627907865373	245.325895856065	280.487610834273	276.830729639677	281.850477273155	303.548499642912
WBGene00022854	52.7966868566721	82.6766805825121	60.8546292220657	78.1408409023021	27.9489434283261	63.4631712217441	56.370095454631	67.3604816623316
WBGene00022855	56.3164659804503	58.2230144947268	75.7578037254287	82.6839130477848	65.8796523667687	75.4992899017301	64.2356901692307	77.5924535604073
WBGene00022856	1358.63474177836	1841.01171832326	1225.1651372973	1781.79289545831	1362.5109921309	1685.05661519803	2288.88806194851	1540.76443498523
WBGene00022857	3.51977912377814	3.49338086968361	1.86289681292038	3.63445771638614	4.99088275505824	6.5651556436287	3.93279735729984	0
WBGene00022858	2.34651941585209	10.4801426090508	4.34675923014755	7.26891543277229	3.99270620404659	4.3767704290858	2.62186490486656	8.52664324839641
WBGene00022861	44.5838689011898	59.3874747846213	36.6369706541008	44.5221070257303	56.8960634076639	50.3328599344867	68.1684875265305	53.7178524648974
WBGene00022862	19.9454150347428	15.137983768629	14.2822088990562	16.3550597237377	21.9598841222562	18.6012743236147	13.1093245243328	21.316608120991
WBGene00022864	221.746084798023	186.313646383126	154.620435472391	176.271199244728	146.731952998712	167.411468912532	175.664948626059	201.228780662155
WBGene00022865	180.681995020611	172.340122904391	132.265673717347	161.733368379183	141.741070243654	166.31727630526	133.715110148194	179.912172541164
WBGene00022867	9.38607766340838	3.49338086968361	2.48386241722717	4.54307214548268	2.99452965303494	5.47096303635725	1.31093245243328	4.2633216241982
WBGene00022868	21.1186747426689	41.9205704362033	33.5321426325668	32.7101194474753	40.9252385914776	53.6154377563011	69.4794199789638	39.2225589426235
WBGene00022870	2.34651941585209	1.16446028989454	3.10482802153396	0.908614429096536	0.998176551011648	3.28257782181435	3.93279735729984	1.70532864967928
WBGene00022873	0	4.65784115957814	3.10482802153396	0.908614429096536	0.998176551011648	3.28257782181435	0	3.41065729935856
WBGene00022880	2961.30750280534	2522.22098791157	3086.82001900907	2679.50395140569	2924.65729446413	3069.21026339642	2501.2591192427	3357.79211121851
WBGene00022881	150.177242614534	152.544297976184	109.910911962302	99.947587200619	97.8213019991415	103.948297690788	102.252731289796	102.319718980757
WBGene00022882	570.204218052059	576.407843497795	578.739943213931	487.92594842484	588.924165096872	700.283268653728	471.93568287598	547.41049654705
WBGene00022883	89.1677378023796	96.6502040612465	97.4915998761664	84.5011419059779	92.8304192440832	83.1586381526302	82.5887445032966	115.109683853352
WBGene00022885	154.870281446238	130.419552468188	99.9754622933936	118.11987578255	133.755657835561	145.527616767103	154.690029387127	109.141033579474
WBGene00022887	306.220783768698	640.453159441995	314.208595779237	492.469020570323	329.398261833844	326.069396966892	603.028928119308	407.573547273348
WBGene00022891	5.86629853963024	13.9735234787344	8.69351846029509	19.9895174401238	1.9963531020233	5.47096303635725	17.0421218816326	4.2633216241982
WBGene00022893	1.17325970792605	5.82230144947268	1.86289681292038	1.81722885819307	1.9963531020233	4.3767704290858	2.62186490486656	1.70532864967928
WBGene00023172	2.34651941585209	2.32892057978907	1.86289681292038	3.63445771638614	3.99270620404659	4.3767704290858	0	1.70532864967928
WBGene00023404	50.45016744082	95.485743771352	111.773808775223	95.4045150551363	112.793950264316	78.7818677235444	97.0090014800627	86.1190968088037
WBGene00023405	57.4897256883763	45.4139513058869	72.6529757038947	40.8876493093441	48.9106509995707	47.0502821126724	58.9919603594976	75.887124910728
WBGene00023407	0	4.65784115957814	2.48386241722717	4.54307214548268	3.99270620404659	2.1883852145429	7.86559471459967	4.2633216241982
WBGene00023408	170.122657649277	110.623727539981	98.73353108478	128.114634502612	137.748364039607	159.752120661632	159.93375919686	110.846362229153
WBGene00023409	202.973929471206	124.597251018715	210.507339860003	133.566321077191	220.597017773574	164.128891090718	133.715110148194	166.26954334373
WBGene00023416	0	3.49338086968361	3.72579362584075	1.81722885819307	8.98358895910483	3.28257782181435	0	1.70532864967928
WBGene00023417	49.276907732894	50.0717924654651	37.8789018627143	65.4202388949506	34.9361792854077	27.3548151817863	40.6389060254317	37.5172302929442
WBGene00023418	165.429618817573	129.255092178294	132.886639321654	150.829995230025	158.710071610852	158.65792805436	145.513502220094	173.943522267287
WBGene00023419	566.684438928281	579.901224367479	499.256345862661	568.792632614432	529.033572036173	536.154377563011	529.616710783045	666.783502024599
WBGene00023421	611.268307829471	390.09419711467	552.038422228738	590.599378912749	552.989809260453	560.226614922983	520.440183616012	558.495132769965
WBGene00023422	75.088621307267	73.3609982633558	63.3384916392928	81.7752986186883	60.8887696117105	72.2167120799157	85.2106094081631	75.0344605858884
